Nombre_Cliente,ID_Asociado,Saldo_Cuenta,Score_DICOM_Simulado,Oferta_Comercial_Asignada,Dias_Desde_Ultima_Clave
Usuario 433,3034X,10110220,468,Cuenta Corriente Premium,337
Usuario 434,1540X,9579998,686,Cuenta Corriente Premium,384
Usuario 435,1904X,13330859,712,Cuenta Corriente Premium,384
Usuario 436,6775X,1056369,507,Cuenta Corriente Premium,256
Usuario 437,5883X,4287853,852,Cuenta Corriente Premium,306
Usuario 438,3068X,14153692,421,Cuenta Corriente Premium,376
Usuario 439,9073X,8578204,564,Cuenta Corriente Premium,391
Usuario 440,3171X,13170970,638,Cuenta Corriente Premium,365
Usuario 441,7675X,1409349,331,Cuenta Corriente Premium,68
Usuario 442,4648X,13011162,560,Cuenta Corriente Premium,56
Usuario 443,6862X,6010905,769,Cuenta Corriente Premium,234
Usuario 444,8503X,11360913,347,Cuenta Corriente Premium,334
Usuario 445,7638X,3898797,397,Cuenta Corriente Premium,396
Usuario 446,1070X,4412685,537,Cuenta Corriente Premium,304
Usuario 447,4983X,10610393,342,Cuenta Corriente Premium,224
Usuario 448,9445X,7623993,647,Cuenta Corriente Premium,189
Usuario 449,2777X,1475947,749,Cuenta Corriente Premium,363
Usuario 450,6667X,11800604,465,Cuenta Corriente Premium,24
Usuario 451,9250X,12612248,732,Cuenta Corriente Premium,368
Usuario 452,1619X,195858,724,Cuenta Corriente Premium,95
Usuario 453,5115X,7362723,431,Cuenta Corriente Premium,296
Usuario 454,8229X,5803680,423,Cuenta Corriente Premium,346
Usuario 455,1966X,1134075,775,Cuenta Corriente Premium,152
Usuario 456,8159X,5286781,832,Cuenta Corriente Premium,334
Usuario 457,7685X,7676681,602,Cuenta Corriente Premium,140
Usuario 458,8506X,2529483,567,Cuenta Corriente Premium,140
Usuario 459,5215X,1287349,395,Cuenta Corriente Premium,77
Usuario 460,7351X,4769687,559,Cuenta Corriente Premium,172
Usuario 461,3075X,5388653,741,Cuenta Corriente Premium,91
Usuario 462,3321X,4805238,896,Cuenta Corriente Premium,374
Usuario 463,9184X,6334185,827,Cuenta Corriente Premium,248
Usuario 464,2905X,13310736,535,Cuenta Corriente Premium,135
Usuario 465,3603X,14545307,668,Cuenta Corriente Premium,253
Usuario 466,8152X,8986154,680,Cuenta Corriente Premium,235
Usuario 467,3005X,9397099,587,Cuenta Corriente Premium,115
Usuario 468,5941X,2647880,735,Cuenta Corriente Premium,126
Usuario 469,7013X,13146225,478,Cuenta Corriente Premium,88
Usuario 470,2748X,4238657,556,Cuenta Corriente Premium,12
Usuario 471,5366X,4656452,609,Cuenta Corriente Premium,285
Usuario 472,9765X,5405836,760,Cuenta Corriente Premium,173
Usuario 473,4428X,8756119,821,Cuenta Corriente Premium,70
Usuario 474,9075X,14996920,487,Cuenta Corriente Premium,10
Usuario 475,8408X,11608182,661,Cuenta Corriente Premium,75
Usuario 476,3549X,1363798,896,Cuenta Corriente Premium,197
Usuario 477,4425X,6310190,882,Cuenta Corriente Premium,281
Usuario 478,8822X,7783802,746,Cuenta Corriente Premium,279
Usuario 479,4606X,5093015,642,Cuenta Corriente Premium,320
Usuario 480,8315X,2621483,696,Cuenta Corriente Premium,254
Usuario 481,9234X,7192674,672,Cuenta Corriente Premium,285
Usuario 482,7475X,4038889,687,Cuenta Corriente Premium,181
Usuario 483,6953X,3435814,859,Cuenta Corriente Premium,198
Usuario 484,5706X,10119800,864,Cuenta Corriente Premium,48
Usuario 485,6405X,1641247,334,Cuenta Corriente Premium,210
Usuario 486,7323X,1177813,494,Cuenta Corriente Premium,69
Usuario 487,7604X,14544686,542,Cuenta Corriente Premium,375
Usuario 488,6303X,12448756,448,Cuenta Corriente Premium,231
Usuario 489,7449X,8730242,820,Cuenta Corriente Premium,245
Usuario 490,6444X,10948775,360,Cuenta Corriente Premium,22
Usuario 491,5434X,11333224,338,Cuenta Corriente Premium,68
Usuario 492,1936X,1026444,353,Cuenta Corriente Premium,333
Usuario 493,9968X,4577240,535,Cuenta Corriente Premium,87
Usuario 494,2681X,3573202,563,Cuenta Corriente Premium,5
Usuario 495,8305X,1379384,376,Cuenta Corriente Premium,11
Usuario 496,9915X,14699606,848,Cuenta Corriente Premium,152
Usuario 497,2061X,13222814,730,Cuenta Corriente Premium,123
Usuario 498,6205X,9203213,771,Cuenta Corriente Premium,23
Usuario 499,6894X,4771094,551,Cuenta Corriente Premium,206
Usuario 500,7656X,3520399,589,Cuenta Corriente Premium,282
Usuario 501,6241X,12995228,460,Cuenta Corriente Premium,304
Usuario 502,1778X,12319738,387,Cuenta Corriente Premium,81
Usuario 503,2476X,6789695,607,Cuenta Corriente Premium,385
Usuario 504,2627X,4214486,787,Cuenta Corriente Premium,213
Usuario 505,4092X,12325787,744,Cuenta Corriente Premium,237
Usuario 506,5128X,7563099,898,Cuenta Corriente Premium,141
Usuario 507,9629X,2710965,887,Cuenta Corriente Premium,233
Usuario 508,1364X,4875672,362,Cuenta Corriente Premium,352
Usuario 509,3845X,11250927,768,Cuenta Corriente Premium,143
Usuario 510,3071X,13173825,619,Cuenta Corriente Premium,258
Usuario 511,1733X,7063881,660,Cuenta Corriente Premium,131
Usuario 512,1707X,9765383,419,Cuenta Corriente Premium,238
Usuario 513,6720X,4259425,438,Cuenta Corriente Premium,232
Usuario 514,8995X,4455309,478,Cuenta Corriente Premium,207
Usuario 515,4312X,14804457,854,Cuenta Corriente Premium,208
Usuario 516,1434X,14096609,563,Cuenta Corriente Premium,341
Usuario 517,7867X,4159107,783,Cuenta Corriente Premium,161
Usuario 518,8585X,12662099,349,Cuenta Corriente Premium,364
Usuario 519,4996X,8043104,652,Cuenta Corriente Premium,333
Usuario 520,7830X,10305808,414,Cuenta Corriente Premium,185
Usuario 521,8618X,751539,496,Cuenta Corriente Premium,276
Usuario 522,4635X,6372310,735,Cuenta Corriente Premium,161
Usuario 523,5078X,2361587,469,Cuenta Corriente Premium,279
Usuario 524,6784X,12875903,514,Cuenta Corriente Premium,61
Usuario 525,1042X,8459820,393,Cuenta Corriente Premium,206
Usuario 526,4945X,3979058,825,Cuenta Corriente Premium,224
Usuario 527,9051X,10944759,807,Cuenta Corriente Premium,32
Usuario 528,2229X,1980919,618,Cuenta Corriente Premium,386
Usuario 529,9241X,9728646,510,Cuenta Corriente Premium,82
Usuario 530,9929X,10765488,650,Cuenta Corriente Premium,219
Usuario 531,3694X,3221545,775,Cuenta Corriente Premium,345
Usuario 532,3130X,7827852,801,Cuenta Corriente Premium,139
Usuario 533,9565X,12013595,763,Cuenta Corriente Premium,193
Usuario 534,2250X,2135483,811,Cuenta Corriente Premium,136
Usuario 535,5533X,9020550,865,Cuenta Corriente Premium,328
Usuario 536,4686X,3917651,874,Cuenta Corriente Premium,96
Usuario 537,3294X,10441075,457,Cuenta Corriente Premium,32
Usuario 538,1597X,6268755,643,Cuenta Corriente Premium,351
Usuario 539,3721X,13964968,678,Cuenta Corriente Premium,347
Usuario 540,8118X,8974122,455,Cuenta Corriente Premium,94
Usuario 541,2881X,9787378,614,Cuenta Corriente Premium,272
Usuario 542,6634X,6778064,501,Cuenta Corriente Premium,140
Usuario 543,9501X,4267125,885,Cuenta Corriente Premium,299
Usuario 544,9586X,1318109,831,Cuenta Corriente Premium,165
Usuario 545,9101X,2227199,497,Cuenta Corriente Premium,209
Usuario 546,6853X,9333472,761,Cuenta Corriente Premium,386
Usuario 547,9980X,5016683,766,Cuenta Corriente Premium,14
Usuario 548,6154X,12051084,357,Cuenta Corriente Premium,10
Usuario 549,3992X,1839705,656,Cuenta Corriente Premium,39
Usuario 550,6213X,1791866,549,Cuenta Corriente Premium,136
Usuario 551,3635X,11301694,400,Cuenta Corriente Premium,179
Usuario 552,9093X,62412,866,Cuenta Corriente Premium,36
Usuario 553,4190X,10727044,649,Cuenta Corriente Premium,270
Usuario 554,6182X,13373264,463,Cuenta Corriente Premium,238
Usuario 555,7214X,7790755,607,Cuenta Corriente Premium,293
Usuario 556,4444X,3803299,730,Cuenta Corriente Premium,179
Usuario 557,2711X,6517403,538,Cuenta Corriente Premium,218
Usuario 558,8532X,7392998,684,Cuenta Corriente Premium,122
Usuario 559,7476X,2669314,549,Cuenta Corriente Premium,148
Usuario 560,3956X,9962677,647,Cuenta Corriente Premium,250
Usuario 561,3532X,14005420,531,Cuenta Corriente Premium,63
Usuario 562,2670X,8459426,589,Cuenta Corriente Premium,41
Usuario 563,1546X,13494963,843,Cuenta Corriente Premium,309
Usuario 564,5751X,8164990,889,Cuenta Corriente Premium,130
Usuario 565,7482X,14743946,554,Cuenta Corriente Premium,3
Usuario 566,9500X,6555135,833,Cuenta Corriente Premium,339
Usuario 567,4264X,5421347,682,Cuenta Corriente Premium,350
Usuario 568,8130X,11162661,874,Cuenta Corriente Premium,95
Usuario 569,6147X,8595714,600,Cuenta Corriente Premium,378
Usuario 570,4909X,8029451,326,Cuenta Corriente Premium,282
Usuario 571,1252X,7951335,694,Cuenta Corriente Premium,146
Usuario 572,3505X,12353845,897,Cuenta Corriente Premium,1
Usuario 573,4175X,8728920,696,Cuenta Corriente Premium,240
Usuario 574,3376X,12253972,778,Cuenta Corriente Premium,9
Usuario 575,3843X,8044804,376,Cuenta Corriente Premium,119
Usuario 576,8236X,4999429,829,Cuenta Corriente Premium,73
Usuario 577,9813X,11988761,854,Cuenta Corriente Premium,59
Usuario 578,3617X,1781545,790,Cuenta Corriente Premium,196
Usuario 579,3990X,13512007,355,Cuenta Corriente Premium,92
Usuario 580,1693X,9385837,715,Cuenta Corriente Premium,85
Usuario 581,1778X,14012800,316,Cuenta Corriente Premium,127
Usuario 582,9199X,13407813,784,Cuenta Corriente Premium,37
Usuario 583,6342X,4434803,581,Cuenta Corriente Premium,238
Usuario 584,3735X,5596405,566,Cuenta Corriente Premium,278
Usuario 585,4097X,5155645,557,Cuenta Corriente Premium,262
Usuario 586,1666X,14510725,801,Cuenta Corriente Premium,84
Usuario 587,1682X,1463742,312,Cuenta Corriente Premium,297
Usuario 588,9771X,637276,558,Cuenta Corriente Premium,123
Usuario 589,3969X,1451735,409,Cuenta Corriente Premium,366
Usuario 590,4961X,1294776,675,Cuenta Corriente Premium,293
Usuario 591,2651X,7571477,395,Cuenta Corriente Premium,181
Usuario 592,5136X,5056525,687,Cuenta Corriente Premium,307
Usuario 593,1359X,10557456,546,Cuenta Corriente Premium,45
Usuario 594,5414X,11063197,585,Cuenta Corriente Premium,73
Usuario 595,7936X,14941527,590,Cuenta Corriente Premium,69
Usuario 596,1947X,9053031,680,Cuenta Corriente Premium,29
Usuario 597,7973X,14409247,572,Cuenta Corriente Premium,252
Usuario 598,9755X,9239971,397,Cuenta Corriente Premium,52
Usuario 599,5717X,7617812,570,Cuenta Corriente Premium,382
Usuario 600,1235X,11186830,399,Cuenta Corriente Premium,160
Usuario 601,7593X,7194501,417,Cuenta Corriente Premium,25
Usuario 602,7059X,440800,448,Cuenta Corriente Premium,158
Usuario 603,7859X,11066457,522,Cuenta Corriente Premium,218
Usuario 604,5807X,4683580,486,Cuenta Corriente Premium,99
Usuario 605,4436X,6235949,792,Cuenta Corriente Premium,25
Usuario 606,6457X,6338218,539,Cuenta Corriente Premium,172
Usuario 607,2724X,13298644,888,Cuenta Corriente Premium,29
Usuario 608,1969X,4967932,382,Cuenta Corriente Premium,110
Usuario 609,4509X,6637996,764,Cuenta Corriente Premium,342
Usuario 610,3292X,2483715,365,Cuenta Corriente Premium,330
Usuario 611,4773X,14310741,393,Cuenta Corriente Premium,259
Usuario 612,1029X,4176414,865,Cuenta Corriente Premium,265
Usuario 613,1983X,13705315,835,Cuenta Corriente Premium,17
Usuario 614,3078X,1375024,496,Cuenta Corriente Premium,93
Usuario 615,1772X,7954972,442,Cuenta Corriente Premium,35
Usuario 616,4396X,635843,551,Cuenta Corriente Premium,324
Usuario 617,6970X,12651747,881,Cuenta Corriente Premium,315
Usuario 618,4396X,14996891,446,Cuenta Corriente Premium,347
Usuario 619,1973X,10078939,351,Cuenta Corriente Premium,302
Usuario 620,2501X,1328934,433,Cuenta Corriente Premium,269
Usuario 621,5324X,11221783,756,Cuenta Corriente Premium,29
Usuario 622,8098X,489208,733,Cuenta Corriente Premium,58
Usuario 623,2134X,3196367,443,Cuenta Corriente Premium,261
Usuario 624,5471X,1060361,712,Cuenta Corriente Premium,55
Usuario 625,1451X,13743554,360,Cuenta Corriente Premium,111
Usuario 626,6385X,10579044,367,Cuenta Corriente Premium,259
Usuario 627,2870X,1416570,866,Cuenta Corriente Premium,310
Usuario 628,6373X,7935702,311,Cuenta Corriente Premium,95
Usuario 629,1984X,3378053,794,Cuenta Corriente Premium,118
Usuario 630,8976X,1501094,415,Cuenta Corriente Premium,122
Usuario 631,6535X,12144854,345,Cuenta Corriente Premium,295
Usuario 632,3711X,11053775,834,Cuenta Corriente Premium,170
Usuario 633,1321X,13661570,681,Cuenta Corriente Premium,131
Usuario 634,8515X,13167494,376,Cuenta Corriente Premium,265
Usuario 635,3948X,681143,878,Cuenta Corriente Premium,45
Usuario 636,4314X,2983939,549,Cuenta Corriente Premium,54
Usuario 637,8753X,6176118,878,Cuenta Corriente Premium,7
Usuario 638,5094X,3390235,430,Cuenta Corriente Premium,276
Usuario 639,6254X,5734109,581,Cuenta Corriente Premium,361
Usuario 640,3671X,4338405,822,Cuenta Corriente Premium,203
Usuario 641,7016X,2079770,789,Cuenta Corriente Premium,11
Usuario 642,4959X,792637,350,Cuenta Corriente Premium,296
Usuario 643,2134X,11252324,655,Cuenta Corriente Premium,304
Usuario 644,3981X,9533001,871,Cuenta Corriente Premium,62
Usuario 645,4602X,7543200,678,Cuenta Corriente Premium,373
Usuario 646,6309X,11020685,346,Cuenta Corriente Premium,184
Usuario 647,9251X,14590557,445,Cuenta Corriente Premium,212
Usuario 648,8871X,12237940,610,Cuenta Corriente Premium,365
Usuario 649,8834X,9267585,631,Cuenta Corriente Premium,352
Usuario 650,2884X,3404620,398,Cuenta Corriente Premium,118
Usuario 651,1606X,14148012,748,Cuenta Corriente Premium,378
Usuario 652,3627X,7697845,590,Cuenta Corriente Premium,246
Usuario 653,2904X,5428646,754,Cuenta Corriente Premium,261
Usuario 654,2353X,11304005,819,Cuenta Corriente Premium,250
Usuario 655,1620X,3452572,586,Cuenta Corriente Premium,179
Usuario 656,7110X,4600469,614,Cuenta Corriente Premium,338
Usuario 657,5204X,8366493,853,Cuenta Corriente Premium,68
Usuario 658,3625X,7129464,698,Cuenta Corriente Premium,165
Usuario 659,2408X,7145376,859,Cuenta Corriente Premium,158
Usuario 660,2568X,7400426,471,Cuenta Corriente Premium,237
Usuario 661,1657X,2443722,781,Cuenta Corriente Premium,169
Usuario 662,6097X,5407498,686,Cuenta Corriente Premium,42
Usuario 663,7368X,8584058,620,Cuenta Corriente Premium,302
Usuario 664,5499X,10042695,628,Cuenta Corriente Premium,176
Usuario 665,9737X,11015385,667,Cuenta Corriente Premium,315
Usuario 666,6366X,6108577,641,Cuenta Corriente Premium,229
Usuario 667,6084X,6155528,444,Cuenta Corriente Premium,101
Usuario 668,9217X,1984766,591,Cuenta Corriente Premium,290
Usuario 669,9922X,12620063,752,Cuenta Corriente Premium,28
Usuario 670,6245X,1487205,684,Cuenta Corriente Premium,251
Usuario 671,9070X,14319419,707,Cuenta Corriente Premium,190
Usuario 672,8655X,5030935,491,Cuenta Corriente Premium,69
Usuario 673,4828X,11054735,369,Cuenta Corriente Premium,112
Usuario 674,6197X,4801244,671,Cuenta Corriente Premium,388
Usuario 675,5943X,5640757,868,Cuenta Corriente Premium,235
Usuario 676,7829X,11679591,467,Cuenta Corriente Premium,114
Usuario 677,9183X,215830,548,Cuenta Corriente Premium,15
Usuario 678,3849X,10690720,698,Cuenta Corriente Premium,100
Usuario 679,5901X,13209543,439,Cuenta Corriente Premium,324
Usuario 680,3605X,6966406,495,Cuenta Corriente Premium,82
Usuario 681,9823X,7977366,385,Cuenta Corriente Premium,326
Usuario 682,7280X,3500281,388,Cuenta Corriente Premium,33
Usuario 683,9318X,14492683,461,Cuenta Corriente Premium,3
Usuario 684,4886X,11980394,393,Cuenta Corriente Premium,236
Usuario 685,7787X,3854156,638,Cuenta Corriente Premium,8
Usuario 686,5327X,6154375,879,Cuenta Corriente Premium,245
Usuario 687,4320X,9782119,753,Cuenta Corriente Premium,180
Usuario 688,2760X,766080,426,Cuenta Corriente Premium,103
Usuario 689,5494X,7571568,742,Cuenta Corriente Premium,300
Usuario 690,2670X,867583,829,Cuenta Corriente Premium,225
Usuario 691,7975X,4808970,807,Cuenta Corriente Premium,167
Usuario 692,3786X,11296116,701,Cuenta Corriente Premium,229
Usuario 693,5249X,5953879,401,Cuenta Corriente Premium,263
Usuario 694,2875X,7505468,483,Cuenta Corriente Premium,230
Usuario 695,9367X,9588237,812,Cuenta Corriente Premium,35
Usuario 696,6116X,9963736,869,Cuenta Corriente Premium,119
Usuario 697,3330X,7137669,767,Cuenta Corriente Premium,229
Usuario 698,1528X,6313740,774,Cuenta Corriente Premium,241
Usuario 699,3789X,4386789,596,Cuenta Corriente Premium,329
Usuario 700,2981X,2849632,886,Cuenta Corriente Premium,14
Usuario 701,2368X,7447543,767,Cuenta Corriente Premium,399
Usuario 702,4974X,1768189,435,Cuenta Corriente Premium,352
Usuario 703,5078X,457963,431,Cuenta Corriente Premium,13
Usuario 704,2017X,10285591,391,Cuenta Corriente Premium,193
Usuario 705,2198X,2790944,397,Cuenta Corriente Premium,144
Usuario 706,1581X,13420657,646,Cuenta Corriente Premium,280
Usuario 707,8266X,8416139,383,Cuenta Corriente Premium,105
Usuario 708,7001X,9987803,717,Cuenta Corriente Premium,269
Usuario 709,4147X,13601847,347,Cuenta Corriente Premium,57
Usuario 710,8761X,1998196,626,Cuenta Corriente Premium,308
Usuario 711,4388X,2328638,718,Cuenta Corriente Premium,339
Usuario 712,6137X,7649127,601,Cuenta Corriente Premium,356
Usuario 713,1951X,6353297,778,Cuenta Corriente Premium,254
Usuario 714,2388X,10460595,532,Cuenta Corriente Premium,60
Usuario 715,8777X,10415342,713,Cuenta Corriente Premium,227
Usuario 716,6590X,11220574,812,Cuenta Corriente Premium,323
Usuario 717,5561X,5413396,827,Cuenta Corriente Premium,108
Usuario 718,6492X,2776802,552,Cuenta Corriente Premium,351
Usuario 719,1989X,6517191,817,Cuenta Corriente Premium,12
Usuario 720,4555X,2560433,366,Cuenta Corriente Premium,189
Usuario 721,3074X,8666615,770,Cuenta Corriente Premium,249
Usuario 722,6554X,2453795,667,Cuenta Corriente Premium,149
Usuario 723,2813X,12536306,339,Cuenta Corriente Premium,308
Usuario 724,9378X,11256679,825,Cuenta Corriente Premium,121
Usuario 725,4990X,11763736,735,Cuenta Corriente Premium,184
Usuario 726,5639X,8815267,658,Cuenta Corriente Premium,377
Usuario 727,7793X,13382682,833,Cuenta Corriente Premium,211
Usuario 728,8978X,4043590,820,Cuenta Corriente Premium,247
Usuario 729,1349X,12528663,703,Cuenta Corriente Premium,270
Usuario 730,8758X,4254505,564,Cuenta Corriente Premium,317
Usuario 731,7369X,7624286,802,Cuenta Corriente Premium,25
Usuario 732,6421X,2891025,756,Cuenta Corriente Premium,115
Usuario 733,5206X,14126033,415,Cuenta Corriente Premium,68
Usuario 734,4867X,508732,879,Cuenta Corriente Premium,325
Usuario 735,2849X,9325408,692,Cuenta Corriente Premium,122
Usuario 736,2610X,10257332,736,Cuenta Corriente Premium,373
Usuario 737,6584X,8822963,777,Cuenta Corriente Premium,71
Usuario 738,1712X,2111718,870,Cuenta Corriente Premium,102
Usuario 739,1011X,11567306,899,Cuenta Corriente Premium,258
Usuario 740,9685X,11334834,545,Cuenta Corriente Premium,177
Usuario 741,7969X,9273793,869,Cuenta Corriente Premium,300
Usuario 742,8895X,13658445,547,Cuenta Corriente Premium,249
Usuario 743,9986X,3509468,566,Cuenta Corriente Premium,123
Usuario 744,4816X,3681835,451,Cuenta Corriente Premium,64
Usuario 745,4615X,7853233,613,Cuenta Corriente Premium,10
Usuario 746,4337X,1710087,715,Cuenta Corriente Premium,112
Usuario 747,2572X,14386672,515,Cuenta Corriente Premium,364
Usuario 748,5876X,10883933,578,Cuenta Corriente Premium,305
Usuario 749,8894X,12559370,680,Cuenta Corriente Premium,64
Usuario 750,4956X,3223201,347,Cuenta Corriente Premium,119
Usuario 751,2440X,11919774,764,Cuenta Corriente Premium,56
Usuario 752,4279X,5438189,686,Cuenta Corriente Premium,61
Usuario 753,2715X,8934454,825,Cuenta Corriente Premium,240
Usuario 754,3322X,7475252,771,Cuenta Corriente Premium,266
Usuario 755,3864X,2113805,561,Cuenta Corriente Premium,139
Usuario 756,7456X,1948449,322,Cuenta Corriente Premium,317
Usuario 757,9776X,6497419,360,Cuenta Corriente Premium,200
Usuario 758,8654X,5009679,641,Cuenta Corriente Premium,307
Usuario 759,4399X,128078,663,Cuenta Corriente Premium,23
Usuario 760,4507X,14338613,471,Cuenta Corriente Premium,227
Usuario 761,4581X,6585875,553,Cuenta Corriente Premium,151
Usuario 762,4719X,3764538,677,Cuenta Corriente Premium,202
